"","site.name","droad","dcabin","treeheight","dlogging","dstreammouth","dfreshwater","foragearea.buffer","dforagearea","site.location","latrine.present","disturbance.area","site.name.original","lat.pres"
"741","TNR137",16405.89,7400.83,3,0,4133.02,2027.72,"1549.3",0,"Terra Nova","N","N","TNR137",0
"742","TNR138",16650.47,7768.49,3,0,4484.47,2356.84,"0",112.93,"Terra Nova","N","N","TNR138",0
"743","TNR139",15948.38,7073.91,3,0,3784.74,1652.93,"1120.99",0,"Terra Nova","N","N","TNR139",0
"744","TNR140",15400.17,6742.24,2,0,3458.15,1382.96,"0",155.14,"Terra Nova","N","N","TNR140",0
"745","TNR141",14661.21,5873.24,2,0,2587.23,560.67,"1554.56",0,"Terra Nova","N","N","TNR141",0
"746","TNR142",13912.66,5123.34,2,0,1386.86,190.71,"1403.91",0,"Terra Nova","N","N","TNR142",0
"747","TNR143",13523.15,4645.16,2,0,1097.55,390.26,"0",292.06,"Terra Nova","N","N","TNR143",0
"748","TNR144",12842.82,4033.94,3,0,646,534.92,"1242.2",0,"Terra Nova","N","N","TNR144",0
"749","TNR145",13132.95,4723.53,2,0,608.56,608.56,"1207.83",0,"Terra Nova","N","N","TNR145",0
"750","TNR146",12631.96,4259.04,3,0,90.54,90.54,"1619.93",0,"Terra Nova","N","N","TNR146",0
"751","TNR147",12169.76,4036.21,4,0,415.93,264.93,"2256.15",0,"Terra Nova","N","N","TNR147",0
"752","TNR148",11961.31,3823.27,5,0,589.82,248.17,"1825.16",0,"Terra Nova","N","N","TNR148",0
"753","TNR149",11331.76,3484.6,4,0,669.79,669.79,"1503.49",0,"Terra Nova","N","N","TNR149",0
"754","TNR150",10784.33,2973.04,4,0,53.53,53.53,"1230.1600000000001",0,"Terra Nova","N","N","TNR150",0
"755","TNR151",10870.14,3198.42,3,0,256.9,256.9,"2366.1799999999998",0,"Terra Nova","N","N","TNR151",0
"756","TNR152",10728.69,3329.54,4,0,433.99,433.99,"1505.99",0,"Terra Nova","N","N","TNR152",0
"757","TNR153",10327.67,3261.29,4,0,387.07,387.07,"1408.36",0,"Terra Nova","N","N","TNR153",0
"758","TNR154",10159.14,2974.73,2,0,656.22,563.97,"1967.37",0,"Terra Nova","N","N","TNR154",0
"759","TNR155",10046.14,3049.12,3,0,829.26,755.39,"715.26800000000003",0,"Terra Nova","N","N","TNR155",0
"760","TNR156",9792.38,2909.36,3,0,969.75,450.65,"1349.57",0,"Terra Nova","N","N","TNR156",0
"761","TNR157",9700.23,2064.84,4,0,1109.31,599.2,"2577.77",0,"Terra Nova","N","N","TNR157",0
"762","TNR158",9614.99,3182.3,4,0,1238.66,723.7,"1881.28",0,"Terra Nova","N","N","TNR158",0
"763","TNR159",9639.8,3404.69,4,0,1334.91,944.14,"2570.66",0,"Terra Nova","N","N","TNR159",0
"764","TNR160",9440.29,3371.67,4,0,1488.35,944.61,"1580.76",0,"Terra Nova","N","N","TNR160",0
"765","TNR161",9074.88,3247.13,4,0,1757.25,971.72,"1515.57",0,"Terra Nova","N","N","TNR161",0
"766","TNR162",9002.58,3211.96,4,0,1810.81,983.56,"1658.76",0,"Terra Nova","N","N","TNR162",0
"767","TNR163",8749,3073.65,4,0,2109.66,1073.98,"1724.17",0,"Terra Nova","N","N","TNR163",0
"768","TNR164",8655.73,2986.88,4,0,1962.61,1103.61,"1416.58",0,"Terra Nova","N","N","TNR164",0
"769","TNR165",8561.04,2863.49,4,0,1778.18,1141.35,"604.01700000000005",0,"Terra Nova","N","N","TNR165",0
"770","TNR166",8531.01,3073.19,4,0,1938.57,1238.75,"2142.9899999999998",0,"Terra Nova","N","N","TNR166",0
"771","TNR167",8379.43,2426.66,4,0,1849.53,1308.72,"902.99900000000002",0,"Terra Nova","N","N","TNR167",0
"772","TNR168",8490.65,2659.93,3,0,2083.69,1512.52,"1568.09",0,"Terra Nova","N","N","TNR168",0
"773","TNR169",8223.53,2631.91,3,0,2086.83,1652.83,"1549.55",0,"Terra Nova","N","N","TNR169",0
"774","TNR170",8065.71,2327.4,2,0,1787.69,1427.9,"1558.21",0,"Terra Nova","N","N","TNR170",0
"775","TNR171",7908.4,2045.06,3,0,1515.87,1265.84,"1878.56",0,"Terra Nova","N","N","TNR171",0
"776","TNR172",7848.53,1870.3,2,0,1342.66,1265.81,"1417.48",0,"Terra Nova","N","N","TNR172",0
"777","TNR173",7612.36,1607.17,3,0,1124.62,1180.45,"1446.37",0,"Terra Nova","N","N","TNR173",0
"778","TNR174",7740.41,1164.31,3,0,615.32,615.32,"1714.39",0,"Terra Nova","N","N","TNR174",0
"779","TNR175",7706.42,912.51,3,0,351.78,351.78,"1987.57",0,"Terra Nova","N","N","TNR175",0
"780","TNR176",7153.61,218.33,3,0,200.85,200.85,"1985.03",0,"Terra Nova","N","N","TNR176",0
"781","TNR177",6916.31,732.99,3,0,375.66,375.66,"1236.3499999999999",0,"Terra Nova","N","N","TNR177",0
"782","TNR178",7141.5,923.63,3,0,735.42,735.42,"2335.08",0,"Terra Nova","N","N","TNR178",0
"783","TNR179",7133.19,1442.74,3,0,1204.41,1055.36,"1464.09",0,"Terra Nova","N","N","TNR179",0
"784","TNR180",7199.84,1846.49,3,0,1369.96,1369.96,"2163.86",0,"Terra Nova","N","N","TNR180",0
"785","TNR181",7004.23,2288.83,3,0,1195.19,1195.19,"1379.11",0,"Terra Nova","N","N","TNR181",0
"786","TNR182",6603.19,1758.95,3,0,703.36,703.36,"1461.54",0,"Terra Nova","N","N","TNR182",0
"787","TNR183",5974.99,1378.74,3,0,281.94,281.94,"2688.66",0,"Terra Nova","N","N","TNR183",0
"788","TNR184",5563.04,1152.41,3,0,434.76,434.76,"943.70500000000004",0,"Terra Nova","N","N","TNR184",0
"789","TNR185",5310.62,581.9,3,0,671.65,671.65,"1205.94",0,"Terra Nova","N","N","TNR185",0
"790","TNR186",5685.39,633.36,4,0,526.57,457.7,"1222.4000000000001",0,"Terra Nova","N","N","TNR186",0
"791","TNR187",5262.23,93.87,3,0,317.04,317.04,"2028.28",0,"Terra Nova","N","N","TNR187",0
"792","TNR188",5140.61,103.59,3,0,374.73,374.73,"1297.74",0,"Terra Nova","N","N","TNR188",0
"793","TNR189",4750.36,471.49,3,0,572.25,572.25,"1605.12",0,"Terra Nova","N","N","TNR189",0
"794","TNR190",4654.88,610.74,3,0,371.55,371.55,"1495.4",0,"Terra Nova","N","N","TNR190",0
"795","TNR191",4258.7,756.85,5,0,345,345,"1553.89",0,"Terra Nova","N","N","TNR191",0
"796","TNR192",4258.7,805.96,4,0,149.93,149.93,"1946.44",0,"Terra Nova","N","N","TNR192",0
"797","TNR193",4017.38,569.93,3,0,379.72,379.72,"1257.6099999999999",0,"Terra Nova","N","N","TNR193",0
"798","TNR194",3632.08,282.48,3,0,781.32,781.32,"1420",0,"Terra Nova","N","N","TNR194",0
"799","TNR195",3198.24,284.45,4,0,466.97,466.97,"1912.99",0,"Terra Nova","N","N","TNR195",0
"800","TNR196",2884.68,591.87,3,0,188.44,188.44,"1984.01",0,"Terra Nova","N","N","TNR196",0
"801","TNR197",2628.19,969.09,3,0,440.42,440.42,"2160.2600000000002",0,"Terra Nova","N","N","TNR197",0
"802","TNR198",2485.48,1274.98,3,0,757.23,757.23,"1862.55",163.61,"Terra Nova","N","N","TNR198",0
"803","TNR199",2956.9,1727.81,4,0,1151.86,1151.86,"1543.59",0,"Terra Nova","N","N","TNR199",0
"804","TNR200",3296.64,1965.69,4,0,812.39,812.39,"1837.01",0,"Terra Nova","N","N","TNR200",0
"805","TNR201",3816.68,2094.06,3,0,292.13,292.13,"1474.96",0,"Terra Nova","N","N","TNR201",0
"806","TNR202",4074.08,2176.93,4,0,31.65,31.65,"1506.48",0,"Terra Nova","N","N","TNR202",0
"807","TNR203",4800.34,2599.88,4,0,699.12,699.12,"1594.18",0,"Terra Nova","N","N","TNR203",0
"808","TNR204",5214.15,2875.87,4,0,323.53,323.53,"1324.43",0,"Terra Nova","N","N","TNR204",0
"809","TNR205",5604.96,3242.45,4,0,79.76,79.76,"1713.66",0,"Terra Nova","N","N","TNR205",0
"810","TNR206",6014.09,3568.46,4,0,141.14,141.14,"2028.27",0,"Terra Nova","N","N","TNR206",0
"811","TNR207",6074.16,3597.29,4,0,187.46,187.46,"1988.92",0,"Terra Nova","N","N","TNR207",0
"812","TNR208",6318.08,3820.78,4,0,322.1,322.1,"1891.71",0,"Terra Nova","N","N","TNR208",0
"813","TNR209",6474.21,2882.88,4,0,545.4,545.4,"2779.64",0,"Terra Nova","N","N","TNR209",0
"814","TNR210",6538.63,4008.67,4,0,529.75,529.75,"1519.61",0,"Terra Nova","N","N","TNR210",0
"815","TNR211",6666.93,5579.74,4,0,475.73,475.73,"1495.77",0,"Terra Nova","N","N","TNR211",0
"816","TNR212",6795.04,5319.46,4,0,315.06,315.06,"1709.9",0,"Terra Nova","N","N","TNR212",0
"817","TNR213",6900.79,5161.13,4,0,184.31,184.31,"1522",51.78,"Terra Nova","N","N","TNR213",0
"818","TNR214",7070.58,5456.34,3,0,18.04,18.04,"1622.07",0,"Terra Nova","N","N","TNR214",0
"819","TNR215",7219,5018.74,3,0,152.95,152.95,"1657.24",0,"Terra Nova","N","N","TNR215",0
"820","TNR216",7434.32,4767.38,3,0,400.22,188.09,"1649.8",0,"Terra Nova","N","N","TNR216",0
"821","TNR217",7659.43,4503.82,4,0,144.68,144.68,"1593.28",0,"Terra Nova","N","N","TNR217",0
"822","TNR218",7841.31,4287.65,3,0,96.15,96.15,"1851.61",0,"Terra Nova","N","N","TNR218",0
"823","TNR219",8100.56,4054.93,3,0,83.46,83.46,"1837",0,"Terra Nova","N","N","TNR219",0
"824","TNR220",8415.29,3727.57,3,0,253.8,154.69,"1460.51",0,"Terra Nova","N","N","TNR220",0
"825","TNR221",8808.72,3398.43,3,0,418.1,348.09,"1791.48",0,"Terra Nova","N","N","TNR221",0
"826","TNR222",9074.72,2891.2,3,0,19.63,19.63,"1024.68",0,"Terra Nova","N","N","TNR222",0
"827","TNR223",9315.35,2617.94,3,0,270.27,270.27,"1479.02",0,"Terra Nova","N","N","TNR223",0
"828","TNR224",9734.72,2350.39,3,0,664.92,664.92,"1664.9",0,"Terra Nova","N","N","TNR224",0
"829","TNR225",10153.19,2012.96,2,0,1084.91,1084.91,"1911.27",0,"Terra Nova","N","N","TNR225",0
"830","TNR226",10282.47,1869.48,2,0,1219.52,1202.06,"1636.84",0,"Terra Nova","N","N","TNR226",0
"831","TNR227",10172.8,1756.74,3,0,1171.04,1171.04,"605.66899999999998",0,"Terra Nova","N","N","TNR227",0
"832","TNR228",10465.23,1521.65,3,0,1159.8,1159.8,"1945.18",0,"Terra Nova","N","N","TNR228",0
"833","TNR229",10679.8,1298.2,3,0,1183.72,1183.72,"2355.9",0,"Terra Nova","N","N","TNR229",0
"834","TNR230",11123.58,1177.27,3,0,1488.46,1488.46,"2175.7199999999998",3.83,"Terra Nova","N","N","TNR230",0
"835","TNR231",10580.5,1369.75,3,0,981.85,981.85,"1491.67",0,"Terra Nova","N","N","TNR231",0
"836","TNR232",10948.57,1012.54,4,0,1153.9,1153.9,"1753.55",0,"Terra Nova","N","N","TNR232",0
"837","TNR233",10831.55,932.52,4,0,900.65,900.65,"1595.28",0,"Terra Nova","N","N","TNR233",0
"838","TNR234",10476.81,1195.41,4,0,443.02,443.02,"1659.48",0,"Terra Nova","N","N","TNR234",0
"839","TNR235",10282.58,1416.75,4,0,248.65,248.65,"1512.95",0,"Terra Nova","N","N","TNR235",0
"840","TNR236",10370.85,1428.47,4,0,72.45,72.45,"1379.09",0,"Terra Nova","N","N","TNR236",0
